...A voli troppo alti e repentini… 	См. Счастью не вовсе верь!.
Правда глаза колет 	Правда глаза колетъ.Ср. Великодушный рыцарь нашъ въ бѣгство обращается. Видно не хочется правду-то узнать! Видно, колется она, правда-то.Тургеневъ. Несчастная.Ср. Безпокойный человѣкъ, нечего сказать; съ правдой своей, какъ оса въ глаза, такъ и лѣзетъ.Даль. Новыя картины русскаго быта. 2. Самородовъ.Ср. Карамзинъ... не скрывалъ своихъ мнѣній и мыслей, хотя они и не соотвѣтствовали во всемъ тогдашнему правительству... И какъ смѣшны послѣ этого изъ насъ тѣ, которые утверждаютъ, что въ Россіи нельзя сказать полной правды, и что она у насъ колетъ глаза!Гоголь.
Переписка за друзьями. 13. Карамзинъ.Ср. Не любитъ узнавать никто себя въ сатирѣ.Крыловъ. Зеркало и Обезьяна.Ср. О Wahrheit, deinen edlen WeinMusst du mit Wasser mischen,Denn willst du ihn rein auftischen,So nimmt er den Kopf den Gästen ein.Fr. Rückert. 1 Hundert. 23.Ср. Et Véritez est la maçueQui tot le mont occit et tue.Herbers. Romain de Dolopathos. Manuscr. XIII s.Ср. Le Roux do Lincy. Prov. Fr.См. Правду говорить, никому не угодить. См. Открыть глаза. См. Отъ того что прямъ. См. Не в авантаже. См. Юпитер, ты сердишься: стало быть, ты виноват.. См. Беспокойный человек. См. Ridendo dicere verum.
Правда и милость да царствуют в судах 	Правда и милость да царствуютъ въ судахъ.Александръ II.Ср. Въ свѣтлый весенній день... съ горельефа, украшающаго ворота стараго арсенала на Литейной, спала завѣса, и впервые заблистали слова «правда и милость да царствуютъ въ судахъ», слова получавшія съ этого дня возможность обратиться и въ дѣло.А. Ѳ. Кони. Память П. И. Стояновскаго.Ср. Горе царю, при которомъ бѣднымъ причиняется горе.Пер. (Приписывается Аристотелю.)(Въ древности) на нѣкоторыхъ камняхъ было вырублено на греческомъ языкѣ: царь и справедливость — братья; они не могутъ существовать одинъ безъ другого.Ср. Dukes. Rabb. Spruchkunde.
Правду говорить — себе досадить 	Правду говорить — себѣ досадить.Хороша святая правда — да въ люди не годится.Хороша правда-матка, да не передъ людьми, а передъ Богомъ.Ср. На языку у каждаго правда — всякъ ее хвалитъ, да не всякъ хранитъ, всякъ ее ищетъ, а никто не творитъ.Мельниковъ. Въ лѣсахъ. 4, 13.Ср. Я неудачи самъ встрѣчалъ,И оттого, что смѣлъ и прямо объясняюсь,Куда какъ много потерялъ.
Правду говорить(царям) 	Правду говорить (царямъ).Всякъ правду знаетъ, да не всякъ правду баетъ.Ср. Да кабы голодный всякій день обѣдалъ!Да батюшка-бъ царъ нашъ всю правду вѣдалъ.Гр. А. К. Толстой. „Ой кабъ“.Ср. Царю правда лучшій слуга.Кн. Яковъ Ѳедоров. Долгорукій (при Петрѣ I).Ср. С. П. Глинка. Русск. Вѣстн. (1816 г. 2—3.)Ср. Еще же говорятъ не ложно,Что будто завсегда возможноТебѣ и правду говорить.Державинъ.
Фелица.Ср. (Что) первый я дерзнулъ...И истину царямъ съ улыбкой говорить.Державинъ. Памятникъ.Ср. Das ist das Unglück der Könige, dass sie die Wahrheit nicht hören wollen.Пер. Въ этомъ заключается несчастіе королей, что они правды слышать не хотятъ.Joh. Jacoby. 2 Nov. 1848. (Королю Фридр. Вильгельму IV.)Ср. Ach, der Kön’ge hartes Schicksal,Dass wenn man sie nicht mehr fürchtet,Dann nur ihnen Wahrheit spricht.Пер. О горькая судьба королей, Что имъ говорятъ правду, Когда ихъ больше не боятся.Herder. Cid. 2, 32. Графъ Кабра умирающему королю Донъ-Соніо.Ср. «Auch zu andern, andern ZeitenSagt man ihnen wohl die Wahrheit;Aber sie, sie hören nicht...»Пер. Ахъ и въ другое время говорятъ имъ правду, но они не слушаютъ (въ тихомолку, чтобъ не обидѣть короля).Тамъ же.Ср. The ears of kings are like the palates of those dainty patients wich are unable to endure the bitterness of the drugs necessary for their recovery.Walter Scott. Quentin Durward.Ср. La vérité est le seul bien qui manque aux rois.Le duc de Yvernais.См. Беда стране, где раб и льстец Одни приближены к престолу.
Правду говорить, никому не угодить 	Правду говорить, никому не угодить.Ср. Au vray dire pert-on le jeu.Prov. Conmuns. Manusc. XV s.Ср. Le Roux de Lincy. Prov. Fr.Ср. Veritas odium parit.Пер. Правда ненависть родитъ.Terent. Andria. 1, 1, 41.См. Открыть глаза. См. Правда глаза колет.
Правду-матку резать 	Правду-матку рѣзать.Хлѣбъ-соль ѣшь, а правду (-матку) рѣжь.Ср. Землемѣръ только тѣмъ и взялъ, что не стригъ ногтей, да панталоны носилъ въ обтяжку. Вы удивляетесь? Вотъ, дескать, откровенный человѣкъ... И, Боже мой! нашъ братъ-степнякъ такъ правду-матку и рѣжетъ.Тургеневъ. Гамлетъ Щигровскаго уѣзда.Ср. Дикаря такого не видали еще, что правду-матку съ плеча рубитъ.Б. М. Маркевичъ. Бездна. 3, 16.Ср. Такъ узнайте же разгадкуГоремычную мою,Я скажу вамъ правду-маткуИ грѣха не потаю.Кн. П. А. Вяземскій. Шутка.Ср. Chanter à quelqu’un sa gamme — правду-матку рѣзать (отпѣть всю гамму).Ср. Gamme — гамма (муз.) нотная азбука.(Греч. буква (γ) — гамма — 7-ая нота древней гаммы: а, b, c, d, e, f, g.Ср. γαμήλιον (γαμέω — вступаю въ бракъ) — седьмой мѣсяцъ у жителей Аттики — мѣсяцъ свадебъ (между январемъ и началомъ февраля).См. Рубить с плеча. См. Отчитать кого, кому. См. Гамма. См. С нагольной правдой в люди не кажись.
Праведному закон не писан 	Праведному законъ не писанъ (по добродѣтелямъ его).Ср. Праведницей станешь и не будетъ въ тебѣ грѣха, не будетъ надъ тобой ни власти, ни закона, потому что «праведному законъ не лежитъ».Мельниковъ. Въ горахъ. 2, 24.Ср. Плодъ же духа: любовь, радость, миръ, долготерпеніе, благость, милосердіе, вѣра, кротость, воздержаніе. На таковыхъ нѣтъ закона.Галат. 5, 22—23.См. Дуракам закон не писан.
Право гражданства получить 	Право гражданства получить (иноск.) быть признаннымъ, принятымъ наравнѣ съ другими, сдѣлаться равноправнымъ (намекъ на общія всѣмъ права гражданина въ государствѣ; говорится не только о людяхъ, но и о нравахъ, о мнѣніяхъ и отдѣльныхъ словахъ)...Ср. Звонки далеко еще не получили права гражданства въ московскихъ мелкихъ квартирахъ.А. А. Соколовъ. Тайна. 1.Ср. Отказные враги барона были всѣ тѣ, которые принадлежали не къ первой шеренгѣ общества, хотя они и втирались туда частенько, и даже похитили въ ней, нѣкоторое по крайней мѣрѣ, право гражданства.Даль. Мичманъ Поцѣлуевъ. 7.
Православие, самодержавие, народность 	Православіе, самодержавіе, народность.Ср. Мы русскіе не пожалѣемъ крови для защиты вѣры, престола и отечества.Гр. Л. Н. Толстой. Война и Миръ. 3, 1, 22.Ср. Девизомъ его (Николая I) царствованія было: православіе, самодержавіе, народность.Графъ С. Уваровъ. Мин. Нар. Пр.Ср. Une seule foi, une seule langue, un seul coeur.(Prov. Breton.)См. Девиз.
Правый глаз чешется — к смеху(левый к слезам) 	Правый глазъ чешется — къ смѣху (лѣвый къ слезамъ) — старая примѣта.Правый глазъ чешется — на милаго глядѣть.Ср. Αλεται ὸφϑαλμός μευ ό δεξίος.Пер. Чешется у меня правый глазъ.Theocrit. Idil. 3, 37.
Проза(жизни) 	Проза (жизни), — прозаическая (иноск.) — повседневная, холодная, скупая (безъ увлеченій и пищи для души).Прозаическій человѣкъ.Ср. Въ тѣ беззаботные годаНе знали мы житейской прозы;Какъ хороши тогда,Какъ свѣжи были розы!К. Р. Розы.Ср. Праздникъ чувства оконченъ... погасли огни.Сняты маски и смыты румяна;И томительно тянутся скучные дни,Пошлой прозы, тоски и обмана...Надсонъ.
„Только утро любви хорошо“.Ср. Какъ разъ по горло провалиться въ прозу,Въ самую скучную прозу.Тургеневъ. Соборн. посланіе.Ср. Я долженъ распроститься съ поэзіей, говоря о стройной музыкѣ, напоминавшей мелодическіе аккорды эоловой арфы... Скрѣпя сердце обращаюсь я къ событіямъ этого разсказа, столько же правдиваго, сколько и прозаическаго.Григоровичъ. Проселочныя дороги. 3.Ср. Я живу только поэзіей, самой поэзіей. Что такое ужинъ? Проза. Вотъ луна, звѣзды...Островскій. Послѣдняя жертва. 3, 6.Ср. Кто-жъ вамъ мѣшаетъ имѣть благородные, высокіе замыслы? «Нѣтъ, гдѣ же намъ, помилуйте. Насъ проза жизни одолѣла. И радъ бы въ рай, да грѣхи не пускаютъ.Островскій. Таланты и поклонники.Ср. Я люблю встрѣчать весну въ деревнѣ, хотя я, по роду своихъ занятій прозаическій человѣкъ и прикованъ къ городу.Тургеневъ. Новь.Ср. Проза — лат. prosa (prorsa et vorsa oratio) — рѣчь прямая, безъ размѣра стихотворнаго, принятаго въ поэзіи.См. Маска. См. Эолова арфа. См. Поэзия!. См. Скрепя сердце. См. И рад-бы в рай, да грехи не пускают.
Прозелит 	Прозелитъ — новообращенный (принявшій новыя убѣжденія — по вѣрѣ, политикѣ).Ср. Ему не понравились Славянофилы... но онъ рѣшился терпѣть во имя будущаго, и вскорѣ сдѣлался ревностнымъ прозелитомъ... писалъ филиппики противъ западниковъ...Салтыковъ. Пестрыя письма. 9.Ср. Каждый прозелитъ, послѣ трудныхъ и долгихъ испытаній, но прежде совершенія при немъ какихъ-либо обрядовъ, клянется присягою соблюдать тайну о томъ, что увидитъ и услышитъ въ собраніяхъ...Вс. Крестовскій. Петербургскія трущобы. 4. Нѣчто о хлыстахъ.Ср. Proselytus — (у отцовъ церкви), προσήλυτος — (при) перешедшій изъ одной вѣры (языческой въ іудейскую) — въ христіанскую (προσελϑεῖν — приходить).Ср. Матѳ. 2, 3, 15 (греч. текстъ).См. Славянофил. См. Филиппика. Ретроград.
Прозреть умом 	Прозрѣть умомъ (иноск.) — понять, что было не ясно.Ср. И тотчасъ, какъ бы чешуя отпала отъ глазъ его и вдругъ онъ прозрѣлъ и вставъ крестился.Дѣян. Апост. 9, 18.
Прозябать 	Прозябать (иноск.) жить въ бездѣйствіи — безъ духовной жизни (какъ прозябаемыя).Ср. Меня всегда бѣситъ, убиваетъ, когда умираетъ молоденькое, хорошенькое существо, тогда какъ самъ тутъ, чортъ знаетъ для чего, живешь и прозябаешь!Писемскій. Масоны. 2, 4.Ср. Онъ... просиживалъ... безъ мысли, безъ движенія, живя, какъ говорилъ онъ себѣ теперь, «сладкою и тупою жизнью растенія».Маркевичъ. Бездна. Прологъ. 14.Ср. На родинѣ моей, въ этомъ саду прекрасныхъ произрастеній, я не научился однакожъ (сказалъ Донъ-Алонзо) прозябать душою, какъ большая часть людей холоднаго здѣшняго климата..Марлинскій. Испытаніе. 3.Ср. Жизнь въ Карлсбадѣ беззаботно Льется тихимъ ручейкомъ;Прозябательно, животно, По-Карлсбадски здѣсь живемъ.Кн. П. А. Вяземскій. Очерки Карлсбада. 2.См. Веществовать.
Произойти механику 	Произойти (народн. вмѣсто пройти) механику (иноск.) узнать (испытать суть).Ср. Онъ, какъ говорятъ его почтенные сограждане, произошелъ всю механику жизни и вышелъ съ честью изъ всѣхъ потасовокъ, которыми судьбѣ угодно было награждать его.Салтыковъ. Губернскіе очерки. 2. Порфирій Петровичъ.См. Механику подвести.
Пройтись на счет кого 	Пройтись на счетъ кого (иноск.) осмѣивать, — посмѣиваться надъ кѣмъ-либо.Ср. Онъ, по натурѣ своей, любилъ въ необидной формѣ пройтись на счетъ «долгогривой породы», нимало не скрывая того, что и самъ изъ нея вышелъ.Боборыкинъ. Ранніе выводки.
Пройтись по водочке(по хересам) 	Пройтись по водочкѣ (по хересамъ) иноск. — выпить.Ср. Вы бы лучше вотъ выкушали. «Можно!» отвѣтилъ почтмейстеръ, и прошелся по водочкѣ.П. И. Мельниковъ. Именинный пирогъ.
Пройтись по зеленой улице 	Пройтись по зеленой улицѣ (иноск.) — сквозь строй.Ср. Солдаты (бѣглые)... думаютъ, что «пусть ужъ лучше плетьми отжарятъ и на поселеніе сошлютъ, чѣмъ сквозь зеленую улицу гулять!»Писемскій. Люди сороковыхъ годовъ. 4, 8.Ср. Прошелъ Ванька по зеленой улицѣ и опять отданъ на свое мѣсто, въ солдаты, и опять бѣжалъ.Даль. Картины русскаго быта. 3.См. Сквозь строй прогнать.
Проказница-Мартышка, Осел, Козел, Да косолапый Мишка, Затеяли сыграть квартет 	Проказница-Мартышка,      Оселъ,      Козелъ,Да косолапый Мишка,Затѣяли сыграть квартетъ.
Прокатить на вороных 	Прокатить на вороныхъ.См. На вороных прокатить.
Проклажаться 	Проклажаться (прохлаждаться) — прохлаждаться (иноск.) благодушествовать, нѣжиться, лѣниться, отдыхать.Ср. Дайте, братцы, откашляться маленько, заговорилъ рядчикъ (которому выпалъ жребій начать пѣть)... «Ну, ну, не прохлаждайся, — начинай!»Тургеневъ. Записки Охотника. Пѣвцы.
Прокламация 	Прокламація — воззванье.Прокламаторская дѣятельность.Ср. Это не онъ самый. Это отецъ того, который, написалъ прокламацію... Тотъ молодой, сидитъ въ ямѣ... Прокламація эта побывала ровно въ 63 рукахъ...Гр. Л. Н. Толстой. Война и Миръ. 3, 3, 10.Ср. Поручите мнѣ, что вамъ угодно: издавать прокламаціи, какихъ потребуютъ обстоятельства, и на это, говоритъ, готовъ: прокламаціи будемъ издавать.Лѣсковъ. Загадочный человѣкъ. 6.Ср. Предпочтеніе типографскаго труда натолкнуло на подозрѣніе, что тутъ дѣло идетъ не о женскомъ трудѣ, не объ обезпеченіи женщинъ, но объ ихъ сообщничествѣ по прокламаторской части.Лѣсковъ. Загадочный человѣкъ. 34.Ср. Proclamation — провозглашеніе.Ср. Proclamari (pro, впередъ, передъ собой — clamare, кричать, голосить) объявлять, провозглашать.См. Женский вопрос.
Проклятые вопросы 	Проклятые вопросы (иноск.) признанные существенными — но трудно разрѣшимыми.Ср. Работать надъ собой... Это единственное утѣшеніе для людей съ опустошенной душой, потерявшихъ цѣль жизни, сбившихся съ пути, не имѣющихъ отвѣта на проклятый вопросъ: зачѣмъ?А. Сакмаровъ. Что намъ далъ П. Д. Боборыкинъ. (Ср. „Новости“. 4 окт. 1900.)Ср. Роковые вопросы жизни, такъ называемые проклятые вопросы, мучатъ всѣхъ героевъ Байрона.П. И. Вейнбергъ. (Ср. „Новости“ 25-го ноября 1895 г. Поэзія міровой скорби въ XIX в.)Ср. Какъ, вы хотите, чтобы въ школѣ разговаривали о трудѣ и капиталѣ, хотите, чтобъ такъ называемые проклятые вопросы были поставлены въ школьномъ ученьѣ на должную высоту? «А почему-же нѣтъ?»Гл. Успенскій. Власть земли. 11.См. Капитал и труд.
Прокрустово ложе 	Прокрустово ложе.Ср. Литература сороковыхъ годовъ не знала никакихъ свободъ, ежечасно изнемогала на прокрустовомъ ложѣ всевозможныхъ укорачиваній.Салтыковъ. Круглый годъ. 1-ое ноября.Полипемонъ, сынъ Нептуна, названный Прокрустомъ (истязателемъ), ловилъ проходящихъ и клалъ ихъ на ложе, по длинѣ котораго онъ вытягивалъ тѣхъ, которые были короче, привѣшивая къ ногамъ тяжести, или укорачивалъ тѣхъ, которые были длиннѣе кровати, отрубая имъ ноги.Diodor. (1 в. до Р. Х.) 4.
Прокурор 	Прокуроръ — наблюдающій за точнымъ исполненіемъ законовъ (представитель обвинительной власти).Ср. Я для прокурора, — говорилъ онъ, — золотая рыбка, поймать которую, посадить на скамью подсудимыхъ и заставить обновить сибирскую желѣзную дорогу, вѣдь это — кладъ, вѣдь это прокурорская карьера.А. А. Соколовъ. Тайна. 33.Ср. Procurator (cura, забота) — управитель — имѣющій попеченіе о чемъ-либо.Ср. Procurare — заботиться, имѣть попеченіе, наблюденіе за чѣмъ-либо.Ср. Организація.См. Клад. См. Карьера.
Пролетарий 	Пролетарій (бѣдный обывателъ — безъ собственности). Пролетаріатъ (сословіе ихъ).Ср. Теперь пьянство Ивана превратилось въ болѣзнь, угнетающую не одного Ивана, а цѣлую массу такихъ-же, какъ и онъ, непостижимыхъ въ Русской землѣ деревенскихъ пролетаріевъ.Гг. Успенскій. Власть земли. 2.Ср. Артельное начало въ кругу рабочихъ предохраняетъ отъ пролетаріата.Гл. Успенскій. Богъ грѣхамъ терпитъ. Опустошители.Ср. Артисты народъ необезпеченный, по европейски сказать пролетарій, а по нашему, по-русски, птицы небесныя: гдѣ посыпано крупки, тамъ и клюютъ, а гдѣ нѣтъ, тамъ голодаютъ.Островскій. Безъ вины виноватые. 2, 3.Ср. Малой! подай сукно сверху, что̀ за 34-мъ нумеромъ. Да не то, братецъ! Что̀ ты вѣчно выше своей сферы, точно пролетарій какой!Гоголь. Мертвыя души. 2. Гл. ?.Ср. Proletarius (низшій классъ гражданъ въ Римѣ) — масса рождающая, дающая потомство (полезная только — prolis gignendae causa).Ср. Proles (pro-olere — про-израсти) — племя, родъ (простой народъ).См. Классик.
Проливать свет 	Проливать свѣтъ (иноск.) разъяснять (освѣщая).Ср. Трудъ гр. Корфа («Жизнь гр. Сперанскаго») былъ первою связною и достовѣрною біографіею Сперанскаго, составленною на основаніи многихъ письменныхъ документовъ, едва-ли другому теперь доступныхъ, провѣренныхъ проницательною критикою и пролившихъ свѣтъ какъ на его организаторскую дѣятельность и на его отношенія къ Императору Александру, такъ и на причины его паденія.А. Ѳ. Бычковъ. Гр. М. А. Корфъ.
Пролить бальзам 	Пролить бальзамъ (иноск.) успокоить.Ср. «Ей, Прошка, водки!» — Этотъ возгласъ пролилъ успокоительный бальзамъ на мое сердце.Салтыковъ. Губернскіе очерки. 2. Обманутый Подпоручикъ.
Проманежиться 	Проманежиться (иноск.) промѣшкаться, протратить время за уговариваніемъ упрямаго.Ср. Часъ этотъ, который мы тутъ проманежились, я весь свой языкъ отбила, чтобы Николая Ивановича уговаривать.Лѣсковъ. Полунощники. 8.См. Манежиться.
Промах 	Промахъ (иноск.) ошибка, оплошность, ошибочный разсчетъ; промахи давать — ошибаться.Ср. «И на Машку живетъ промашка».Ср. Какъ усердно ни хлопочемъ,Все мы промахи даемъ:Или цѣль мы перескочимъ,Иль до цѣли не дойдемъ.Кн. П. А. Вяземскій. Si jeunesse savait, si vieillesse pouvait.Ср. Промахъ, промахнуться (въ прямомъ смыслѣ — попасть мимо).См. Маху дать.
Промеж сохи да бороны не схоронишься 	Промежъ сохи да бороны не схоронишься.Ср. Конечно, иронически замѣтилъ Михѣй Михѣевичъ, лисичка подъ бороной отъ дождя хоронилась — все не каждая капля капнетъ (въ отвѣтъ, что взятками пользовался другой).Тургеневъ. Два пріятеля.Поговорка эта тоже означаетъ, что мужикъ одной пашней безъ промысла не обойдется.
Променад(делать) 	Променадъ (дѣлать) прогулку совершить.Ср. Около этихъ милліоновъ (доставшихся имъ по наслѣдству) променадъ учинить необходимо.А. А. Соколовъ. Тайна. 4.Ср. Поужинавши, кто постарше, въ палатки останутся и пьютъ тамъ мертвую вплоть до утра, а молодые въ садъ съ дамами да съ барышнями променадъ пойдутъ дѣлатъ.П. И. Мельниковъ. Бабушкины розсказни. 1.Ср. Se promener, прогуливаться.Ср. Minare (лат.) водить (съ угрозой) скотъ.Ср. Minari, грозить.См. Пить мертвую.
Променять кукушку на ястреба 	Промѣнять кукушку на ястреба (иноск.) — негодное на худшее.Промѣнять сапоги на лапти.Ср. Представители южногерманской культуры нынче ясно понимаютъ, что сдѣлавшись императорско-королевскими подданными... промѣняли кукушку на ястреба.Салтыковъ. Благонамѣренныя рѣчи. 15.Ср. Changer (troquer) son cheval borgne contre un aveugle.См. Сокол с места, а ворона на место.
Променять шило на свайку 	Промѣнять шило на свайку (иноск.) перековать лемехъ на свайку (игорную), полезное на бездѣлку.Ср. Сынокъ-отъ не въ батюшку пошелъ, который опричь рыбы никогда ничего не лавливалъ. Въ тюленя весь капиталъ засадилъ... Умно, неча сказать... Промѣнялъ шило на свайку...Мельниковъ. На горахъ. 1, 6.Ср. ‘Υννις ἐξέπεσε, βελόνη δ’ οὖν ἐγένετο.Пер. Сошникъ оставленъ, да и вышла игла (свайка) игорная.Ср. Planud. 229.Ср. Ὅσον ἐξέπεσε τὀ ὐννίν πάλιν βελόνη σώζει.Пер. Сколько ни износилъ я лемехъ, на иглу останется.Ср. Krumbacher. 17.Начало русской пословицы по формѣ своей напоминаетъ греческую; смыслъ можетъ быть различный: промѣнять полезное на безполезное, большое на малое; далѣе изъ большего всегда можно выкроить маленькое.См. Умен как наш Семен: — книги продал, а карты купил.
Прометей 	Прометей (иноск.) даровитый, смѣлый благодѣтель человѣчества (творецъ разумной культуры) — намекъ на миѳол. Прометея.Ср. Поэзія! твое святилище природа!Какъ древній Прометей съ безоблачнаго сводаПохитилъ лучъ живой предвѣчнаго огня,Такъ ты свой черпай огнь изъ тайныхъ нѣдръ ея.Кн. П. А. Вяземскій. Байронъ.Прометеевъ огонь.Ср. Неужели человѣку нужно гасить послѣднія искры Прометеева огня, еще горящія въ душѣ его, облагораживающія его стремленія.М.
Горькій. Варенька Олесова. 2.Ср. Счастье льется черезъ край, такъ хочется жить... а тутъ вдругъ примѣшивается какая-то горечь... «А! это расплата за прометеевъ огонь! Мало того, что терпи, еще люби эту грусть и уважай сомнѣнія и вопросы...Гончаровъ. Обломовъ. 4.Ср. Человѣкъ безъ темперамента, безъ прометеевскаго огонька, который одинъ только и заставляетъ насъ безпокоиться и волноваться, — хуже тряпки.Писемскій. Взбаламученное море. 4, 4.Ср. Всякій человѣкъ носитъ въ себѣ: Прометея, создателя, мятежника и мученика.Елисавета, Королева Румынская.Прометей — сынъ титана Япета и Климены, братъ Атласа и Эпиметея и отецъ Девкаліона. Ловкій, энергичный и умный, — онъ защищалъ противъ Юпитера обиженныхъ смертныхъ и спасъ ихъ отъ предстоявшей погибели. Онъ похитилъ съ неба огонь у Юпитера и научилъ людей пользоваться имъ. За это Юпитеръ послалъ людямъ (роду Япета) «Ящикъ Пандоры», наполненный всѣми бѣдствіями земными, а Прометея онъ велѣлъ Вулкану приковать къ скалѣ Кавказа, гдѣ орелъ вырывалъ у него ежедневно печень, вновь выроставшую за ночь. —По другимъ, онъ не только былъ защитникъ, благодѣтель и учитель смертныхъ, но онъ и создалъ людей, вдунувъ въ нихъ похищенный у Юпитера огонь.Въ Аѳинахъ, въ память его заслугъ, каждые три года праздновали Prometheia (передача бѣгущими факела жизни изъ рукъ въ руки).Ср. Эсхинъ. Ср. Гезіодъ.См. Жив курилка, да не умер. См. Будьте здоровы!. См. Ящик Пандоры. См. Япетов сын. См. Тряпка. См. Lampada cursu tibi trado.
Промигать 	Промигать что (иноск.) проглазѣть, прозѣвать.Ср. И примѣнились мы... другъ къ другу душой, какъ ни на есть сильно, а сказать о томъ ни онъ не посмѣлъ и я робѣла... Такъ мы, братикъ мой, и промигали наше дѣло.Писемскій. Масоны. 4, 6. Цыганка.См. Ума много, да вон нейдет.
Промокнуть до костей 	Промокнуть до костей (иноск.) насквозь.Ср. Приусталъ подъ лямкой, въ стужуДо костей промокъ...И. С. Никитинъ. Пряха.Ср. Въ тоскѣ, въ отчаяньи, промокшій до костей,Я въ полночь наконецъ до хижины моей,О милые друзья, калекой дотащился.В. Л. Пушкинъ. Опасный сосѣдъ.См. Зуб на зуб не попадает.
Промысел волчий 	Промыселъ волчій (иноск. народн.) кража коровъ, овецъ (лошадей).Ср. Коровъ да овецъ иной разъ изъ лѣсу воры прежде уводили. Такихъ воровъ «волками» народъ прозвалъ. Эти волки съ руками накроютъ бывало въ лѣсу корову либо овцу, тутъ же зарѣжутъ да на возъ и на базаръ... Промыселъ этотъ не впримѣръ безопаснѣй, чѣмъ хожденье по чужимъ клѣтямъ да амбарамъ.Мельниковъ. Въ лѣсахъ. 1, 9.Ср. Пропившійся Никифоръ занялся волчьимъ промысломъ, но дѣла свои и тутъ неудачно повелъ. Разъ его на баранѣ накрыли, въ другорядь на коровѣ...Тамъ же.Ср. «Волчья пѣсня», — припѣваемая, когда «волка», одѣтаго въ шкуру зарѣзанной скотины, водятъ изъ деревни въ деревню:Не за то волка бьютъ,Что сѣръ родился,А за то волка бьютъ,Что барана съѣлъ.Онъ коровушку зарѣзалъ,Свиньѣ горло перегрызъ.Тамъ же.См. Не за то волка бьют, что сер.
Промышленность 	Промышленность — торговля и ремесла.Ср. Промышлять — вообще добывать средства къ жизни (слово Карамзина).Ср. Обогащеніе (языка) производится писателями съ вѣсомъ. Напримѣръ вотъ Николай Михайловичъ Карамзинъ ввелъ слово промышленность, его всѣ и приняли.Гончаровъ. Литературный вечеръ. 2.
Пронюхать 	Пронюхать (иноск.) провѣдать, разузнать тайкомъ.Ср. Начнутъ наводить справки и пронюхаютъ въ самомъ дѣлѣ настоящія плохія обстоятельства (его)...Григоровичъ. Проселочныя дороги. 2, 6.Ср. Марья Яковлевна, не говоря худого слова, успѣла еще пронюхать, отыскать, обойти и окрутить никому еще неизвѣстнаго наслѣдника всего этого богатства...Маркевичъ. Переломъ. 1, 9.См. Не говоря худого слова.
Пронять 	Пронять (иноск.) заставить смириться, урезонить.Ср. Его не проймешь... ни калиной, ни хворостиной...Гончаровъ. Обрывъ. 5, 19.
Пропаганда 	Пропаганда — пропагандисты (распространеніе какого-либо ученія, религіозныхъ вѣрованій или политическихъ началъ).Пропагандировать.Ср. Говори же, должны ли мы были, или нѣтъ, идти въ народъ съ революціонною пропагандой... «Вы и пошли, и чего же достигли? Вѣдь дѣло ваше оказывается та же сказка про синицу, которая похвалялась, что море зажжетъ.Маркевичъ. Бездна. Прологъ. 6.Ср. Вездѣ мы встрѣчаемся съ несомнѣнными сивыми меринами, которые пропагандируютъ несомнѣнно полоумные фантазіи и бреды.М. Е. Салтыковъ. Первые письма. 7.Ср. Propaganda — учрежденное 1622 г. папою Григоріемъ XV общество (congregatio de propaganda fide) для распространенія христіанства между всѣми невѣрующими.Ср. Propagare, размножать (о растеніяхъ), распространять.См. Наделала Синица славы, А море не зажгла. См. Сивый мерин.
Пропади моя душа! 	Пропади моя душа! (клятва.)Провались я!Ср. Н. А. Некрасовъ. Коробейники. 2.Ср. Кабы въ строку приходилисяВсѣ-то рѣчи продавца,Всѣ давно бы провалилисяДо единаго купца —Сквозь сырую землю матушкуПровалились бы...Тамъ же. 3.См. Ей, ей!.. См. Не солгать, так не продать.
Пропал как Бекович 	Пропалъ (погибъ) какъ Бековичъ.Ср. Родъ князя Бековича-Черкасскаго, давшаго прошлому вѣку пословицу — погибъ какъ Бековичъ — существуетъ въ Россіи донынѣ, въ лицѣ его двухъ праправнуковъ.Данилевскій. На Индію. 2, 12.Для приведенія Хивинцевъ въ подданство и для разысканія золотыхъ рудъ Петръ I отправилъ князя Бековича въ Хиву. Хивинцы, вѣроломно заманивъ его къ себѣ, мучительски умертвили его.Ср. Ежемѣсячн. сочиненія. 1761 г.
Пропал, как Швед под Полтавой 	Пропалъ, какъ Шведъ подъ Полтавой.Пропалъ какъ мышь на подтопѣ.Ср. При всемъ либерализмѣ, мы не только не отрицали необходимости помпадура, но даже прямо говорили, что безъ помпадура мы пропадемъ, какъ Шведы подъ Полтавой.Салтыковъ. Помпадуры. 8.См. Полтавский бой.
Пропасти на вас нет 	Про́пасти на васъ нѣтъ (гдѣ бы вамъ провалиться).Ср. Люди изъ церкви идутъ, а они вино жрутъ... пропасти на васъ нѣтъ!Салтыковъ. Г-да Головлевы.См. Провались ты в тартарары.
